,Марка,Модель,Год выпуска,Город продажи,Тип топлива,"Объем двигателя, л.","Мощность, л.с.",Коробка передач,Привод,Цвет,"Пробег, км",Поколение,Количество регистраций,"Цена, руб."
544,Porsche,Cayenne,2022,Москва,бензин,3.0,340.0,АКПП,4WD,белый,,3 поколение,,12390000
545,Porsche,Cayenne,2014,Тюмень,бензин,4.8,400.0,АКПП,4WD,коричневый,180000.0,2 поколение,4.0,2850000
546,Porsche,Cayenne,2004,Иркутск,бензин,4.5,450.0,АКПП,4WD,серый,200000.0,1 поколение,8.0,400000
547,Porsche,Cayenne,2019,Пермь,бензин,3.0,340.0,АКПП,4WD,черный,72000.0,3 поколение,,7199999
548,Porsche,Cayenne Coupe,2022,Новосибирск,бензин,3.0,340.0,АКПП,4WD,серый,,1 поколение,,15850000
549,Porsche,Cayenne,2012,Екатеринбург,бензин,4.8,420.0,АКПП,4WD,красный,149600.0,2 поколение,3.0,2475000
550,Porsche,Cayenne,2012,Санкт-Петербург,дизель,3.0,245.0,АКПП,4WD,белый,101950.0,2 поколение,6.0,2715000
551,Porsche,Macan,2016,Хабаровск,дизель,3.0,245.0,робот,4WD,синий,90000.0,1 поколение,6.0,4100000
552,Porsche,Cayenne Coupe,2019,Москва,бензин,3.0,340.0,АКПП,4WD,белый,100407.0,1 поколение,3.0,8300000
553,Porsche,Panamera,2017,Сургут,бензин,3.0,330.0,робот,4WD,серый,53166.0,2 поколение,3.0,8255000
554,Porsche,Macan,2015,Краснодар,бензин,3.0,340.0,робот,4WD,синий,118032.0,1 поколение,3.0,3199000
555,Porsche,Macan,2022,Санкт-Петербург,бензин,2.0,265.0,робот,4WD,черный,,"1 поколение, 2 рестайлинг",,9897500
556,Porsche,Cayenne,2022,Санкт-Петербург,бензин,3.0,340.0,АКПП,4WD,белый,,3 поколение,1.0,13245000
557,Porsche,Macan,2014,Казань,бензин,3.0,340.0,робот,4WD,черный,80900.0,1 поколение,1.0,2340000
558,Porsche,Cayenne,2004,Москва,бензин,4.5,450.0,АКПП,4WD,серебристый,108000.0,1 поколение,4.0,750000
559,Porsche,Cayenne,2008,Новосибирск,бензин,4.8,405.0,АКПП,4WD,черный,160000.0,"1 поколение, рестайлинг",8.0,1560000
560,Porsche,Panamera,2018,Санкт-Петербург,бензин,2.9,440.0,робот,4WD,серый,92059.0,2 поколение,1.0,7195000
561,Porsche,Cayenne,2004,Кызыл,бензин,4.5,450.0,АКПП,4WD,черный,240000.0,1 поколение,11.0,700000
562,Porsche,Cayenne,2008,Томск,бензин,4.8,500.0,АКПП,4WD,черный,140000.0,"1 поколение, рестайлинг",6.0,950000
563,Porsche,Macan,2015,Тольятти,бензин,3.0,340.0,робот,4WD,серый,125000.0,1 поколение,,2660000
564,Porsche,911,2016,Ростов-на-Дону,бензин,3.0,420.0,робот,4WD,красный,35000.0,"7 поколение, рестайлинг",3.0,8490000
565,Porsche,Cayenne,2016,Екатеринбург,дизель,3.0,245.0,АКПП,4WD,белый,86130.0,"2 поколение, рестайлинг",2.0,4250000
566,Porsche,Cayenne,2003,Горно-Алтайск,бензин,4.5,340.0,АКПП,4WD,серый,236000.0,1 поколение,7.0,750000
567,Porsche,Macan,2015,Минеральные Воды,бензин,3.0,340.0,робот,4WD,коричневый,111720.0,1 поколение,2.0,2600000
568,Porsche,Cayenne,2008,Южно-Сахалинск,бензин,3.6,290.0,АКПП,4WD,черный,86300.0,"1 поколение, рестайлинг",6.0,1600000
569,Porsche,Cayenne,2017,Красноярск,дизель,3.0,245.0,АКПП,4WD,черный,62000.0,"2 поколение, рестайлинг",2.0,6000000
570,Porsche,Cayenne,2012,Пермь,дизель,3.0,245.0,АКПП,4WD,синий,134000.0,2 поколение,4.0,2490000
571,Porsche,911,2017,Москва,бензин,3.0,370.0,робот,4WD,серый,29040.0,"7 поколение, рестайлинг",1.0,9960960
572,Porsche,Macan,2016,Красноярск,бензин,3.0,360.0,робот,4WD,коричневый,120000.0,1 поколение,5.0,3550000
573,Porsche,Cayenne,2014,Тюмень,дизель,4.1,382.0,АКПП,4WD,синий,155000.0,2 поколение,2.0,3400000
574,Porsche,Cayenne,2010,Санкт-Петербург,бензин,3.6,300.0,АКПП,4WD,белый,180000.0,2 поколение,8.0,1950000
575,Porsche,Macan,2014,Иркутск,бензин,3.0,340.0,робот,4WD,золотистый,109000.0,1 поколение,3.0,3000000
576,Porsche,Cayenne,2015,Тюмень,дизель,3.0,245.0,АКПП,4WD,черный,146700.0,"2 поколение, рестайлинг",5.0,3300000
577,Porsche,Cayenne,2019,Москва,бензин,3.0,340.0,АКПП,4WD,фиолетовый,76445.0,3 поколение,1.0,6097000
578,Porsche,Cayenne,2014,Иркутск,дизель,4.1,382.0,АКПП,4WD,коричневый,191000.0,2 поколение,4.0,3300000
579,Porsche,Cayenne,2011,Благовещенск,бензин,4.8,400.0,АКПП,4WD,белый,146000.0,2 поколение,10.0,2150000
580,Porsche,Macan,2015,Новосибирск,бензин,3.0,340.0,робот,4WD,белый,79000.0,1 поколение,4.0,2999000
581,Porsche,Cayenne,2013,Тюмень,бензин,4.8,420.0,АКПП,4WD,белый,190000.0,2 поколение,2.0,3300000
582,Porsche,Cayenne,2013,Тюмень,бензин,4.8,420.0,АКПП,4WD,белый,200000.0,2 поколение,2.0,3100000
583,Porsche,Macan,2022,Астрахань,бензин,2.0,265.0,робот,4WD,черный,27.0,"1 поколение, 2 рестайлинг",,8599999
584,Porsche,Cayenne,2013,Москва,бензин,4.8,420.0,АКПП,4WD,серебристый,86000.0,2 поколение,3.0,3299000
585,Porsche,Cayenne,2020,Казань,бензин,3.0,340.0,автомат,4WD,белый,32353.0,,2.0,8800000
586,Porsche,Cayenne,2010,Новосибирск,бензин,4.8,500.0,АКПП,4WD,черный,119842.0,,6.0,2499000
587,Porsche,Cayenne,2021,Новосибирск,бензин,3.0,340.0,АКПП,4WD,черный,12000.0,3 поколение,1.0,12300000
588,Porsche,Panamera,2020,Нижний Тагил,бензин,3.0,330.0,робот,4WD,синий,46000.0,2 поколение,1.0,10500000
589,Porsche,Cayenne,2007,Барнаул,бензин,4.8,385.0,АКПП,4WD,серый,170000.0,"1 поколение, рестайлинг",10.0,697000
590,Porsche,Cayenne,2003,Юрга,бензин,3.2,250.0,АКПП,4WD,серый,200000.0,1 поколение,,810000
591,Porsche,Cayenne,2005,Новокузнецк,бензин,4.5,450.0,АКПП,4WD,черный,210000.0,1 поколение,9.0,530000
592,Porsche,Cayenne,2008,Иркутск,бензин,3.6,290.0,АКПП,4WD,белый,186000.0,"1 поколение, рестайлинг",4.0,1290000
593,Porsche,Panamera,2019,Красноярск,бензин,4.0,460.0,робот,4WD,черный,35000.0,2 поколение,3.0,12500000
594,Porsche,Cayenne,2003,Благовещенск,бензин,4.5,340.0,АКПП,4WD,черный,247000.0,1 поколение,7.0,650000
595,Porsche,Cayenne,2022,Санкт-Петербург,бензин,4.0,460.0,АКПП,4WD,белый,,3 поколение,1.0,18500000
596,Porsche,Cayenne,2011,Сургут,бензин,3.6,300.0,АКПП,4WD,коричневый,130280.0,2 поколение,5.0,1990000
597,Porsche,Cayenne,2007,Нефтеюганск,бензин,4.8,385.0,АКПП,4WD,серый,100000.0,"1 поколение, рестайлинг",4.0,1150000
598,Porsche,Panamera,2009,Пятигорск,бензин,4.8,400.0,автомат,задний,белый,143556.0,1 поколение,5.0,1999999
599,Porsche,Macan,2014,Томск,бензин,3.0,340.0,робот,4WD,белый,110971.0,1 поколение,3.0,3450000
600,Porsche,Macan,2021,Санкт-Петербург,бензин,2.0,265.0,робот,4WD,синий,12.0,"1 поколение, 2 рестайлинг",,10994972
601,Porsche,Panamera,2017,Минеральные Воды,бензин,3.0,330.0,робот,4WD,синий,78703.0,2 поколение,4.0,6990000
602,Porsche,Cayenne,2010,Владивосток,бензин,4.8,400.0,АКПП,4WD,серебристый,192000.0,2 поколение,4.0,2100000
603,Porsche,Cayenne,2009,Челябинск,дизель,3.0,240.0,АКПП,4WD,белый,183000.0,"1 поколение, рестайлинг",4.0,1455000
604,Porsche,Cayenne,2004,Омск,бензин,3.2,250.0,АКПП,4WD,серый,326565.0,1 поколение,7.0,1100000
605,Porsche,Cayenne,2008,Иркутск,бензин,3.6,290.0,АКПП,4WD,черный,193000.0,"1 поколение, рестайлинг",6.0,1400000
606,Porsche,Macan,2016,Курган,бензин,2.0,252.0,робот,4WD,черный,57000.0,1 поколение,2.0,3500000
607,Porsche,Cayenne,2012,Барнаул,бензин,3.6,300.0,АКПП,4WD,черный,168000.0,2 поколение,4.0,2700000
608,Porsche,Cayenne,2015,Пермь,дизель,3.0,245.0,АКПП,4WD,белый,126589.0,"2 поколение, рестайлинг",3.0,3550000
609,Porsche,Boxster,2007,Сочи,бензин,2.7,245.0,автомат,задний,черный,61500.0,2 поколение,3.0,2500000
610,Porsche,Cayenne,2015,Красноярск,бензин,3.6,300.0,АКПП,4WD,коричневый,80000.0,"2 поколение, рестайлинг",2.0,5500000
611,Porsche,Macan,2014,Симферополь,бензин,3.0,340.0,робот,4WD,коричневый,83000.0,1 поколение,7.0,2750000
612,Porsche,Cayenne,2006,Дальнегорск,бензин,4.5,340.0,АКПП,4WD,черный,114000.0,1 поколение,2.0,650000
613,Porsche,Cayenne,2014,Иркутск,бензин,3.6,300.0,АКПП,4WD,белый,120000.0,2 поколение,3.0,3600000
614,Porsche,Cayenne,2010,Нижневартовск,бензин,4.8,500.0,АКПП,4WD,черный,167000.0,2 поколение,6.0,2500000
615,Porsche,Panamera,2013,Москва,бензин,3.0,333.0,АКПП,задний,белый,73000.0,"1 поколение, рестайлинг",3.0,3000000
616,Porsche,Cayenne,2019,Москва,бензин,3.0,340.0,АКПП,4WD,оранжевый,23286.0,3 поколение,2.0,10299000
617,Porsche,Cayenne,2013,Тюмень,бензин,4.8,400.0,АКПП,4WD,красный,124000.0,2 поколение,3.0,3550000
618,Porsche,Macan,2014,Арамиль,бензин,3.6,400.0,робот,4WD,черный,225000.0,1 поколение,,3400000
619,Porsche,Macan,2017,Москва,бензин,3.0,340.0,робот,4WD,белый,59128.0,1 поколение,2.0,4225000
620,Porsche,Macan,2019,Новосибирск,бензин,2.0,245.0,автомат,4WD,зеленый,45500.0,"1 поколение, рестайлинг",,5500000
621,Porsche,Cayenne,2021,Москва,бензин,3.0,340.0,АКПП,4WD,черный,12602.0,3 поколение,1.0,11735000
622,Porsche,Cayenne,2005,Абдулино,бензин,4.5,340.0,АКПП,4WD,черный,190000.0,1 поколение,4.0,850000
623,Porsche,Cayenne,2019,Санкт-Петербург,бензин,4.0,550.0,АКПП,4WD,черный,29000.0,3 поколение,1.0,11200000
624,Porsche,Cayman,2021,Тюмень,бензин,2.5,350.0,робот,задний,серый,3000.0,3 поколение,2.0,10300000
625,Porsche,Cayenne,2003,Новосибирск,бензин,4.5,340.0,АКПП,4WD,серый,300000.0,1 поколение,,380000
626,Porsche,Macan,2015,Москва,бензин,3.0,340.0,робот,4WD,синий,199461.0,1 поколение,1.0,2770000
627,Porsche,Cayenne,2008,Кемерово,бензин,3.6,290.0,АКПП,4WD,зеленый,346000.0,"1 поколение, рестайлинг",4.0,1270000
628,Porsche,Panamera,2011,Челябинск,бензин,3.6,300.0,робот,4WD,белый,190000.0,1 поколение,3.0,2250000
629,Porsche,911,2016,Санкт-Петербург,бензин,3.0,370.0,робот,4WD,синий,68500.0,"7 поколение, рестайлинг",2.0,8999000
630,Porsche,Cayenne,2015,Иркутск,бензин,3.6,440.0,АКПП,4WD,красный,138000.0,"2 поколение, рестайлинг",5.0,4000000
631,Porsche,Cayenne,2008,Новосибирск,бензин,3.6,290.0,АКПП,4WD,зеленый,306530.0,"1 поколение, рестайлинг",5.0,1255000
632,Porsche,911,2013,Ростов-на-Дону,бензин,3.8,400.0,робот,задний,желтый,19000.0,7 поколение,2.0,7700000
633,Porsche,Cayenne,2004,Тюмень,бензин,3.2,250.0,АКПП,4WD,серый,183000.0,1 поколение,7.0,880000
634,Porsche,Cayenne,2022,Санкт-Петербург,бензин,2.9,440.0,АКПП,4WD,серый,,3 поколение,1.0,15693100
635,Porsche,Boxster,2018,Ставрополь,бензин,2.5,350.0,робот,задний,,20000.0,4 поколение,1.0,5200000
636,Porsche,Cayenne,2004,Минеральные Воды,бензин,4.5,340.0,АКПП,4WD,серый,300000.0,1 поколение,9.0,680000
637,Porsche,Cayenne,2003,Хабаровск,бензин,4.5,340.0,АКПП,4WD,синий,265000.0,1 поколение,11.0,550000
638,Porsche,Macan,2016,Нижний Новгород,дизель,3.0,245.0,робот,4WD,черный,115000.0,1 поколение,3.0,3749888
639,Porsche,Taycan,2021,Санкт-Петербург,,,500.0,автомат,4WD,черный,,,,18897950
640,Porsche,Panamera,2015,Москва,дизель,3.0,250.0,АКПП,задний,белый,,"1 поколение, рестайлинг",2.0,3150000
641,Porsche,Cayenne,2022,Москва,бензин,3.0,340.0,АКПП,4WD,черный,1128.0,3 поколение,,13199000
642,Porsche,Cayenne,2013,Краснодар,бензин,3.6,300.0,АКПП,4WD,черный,178000.0,2 поколение,5.0,1999000
643,Porsche,Cayenne,2003,Омск,бензин,4.5,340.0,АКПП,4WD,черный,211000.0,1 поколение,6.0,500000
644,Porsche,Panamera,2011,Санкт-Петербург,бензин,4.8,500.0,робот,4WD,коричневый,71000.0,1 поколение,7.0,2800000
645,Porsche,Cayenne,2021,Санкт-Петербург,бензин,4.0,460.0,АКПП,4WD,серый,3000.0,3 поколение,1.0,15540000
646,Porsche,Cayenne,2021,Москва,бензин,3.0,340.0,АКПП,4WD,серый,20123.0,3 поколение,2.0,10810000
647,Porsche,Cayenne,2012,Москва,бензин,4.8,500.0,АКПП,4WD,черный,88000.0,2 поколение,4.0,4400000
648,Porsche,Cayenne,2022,Москва,бензин,3.0,340.0,АКПП,4WD,коричневый,,3 поколение,,13970000
649,Porsche,Cayenne,2013,Нижневартовск,бензин,4.8,420.0,АКПП,4WD,белый,113000.0,2 поколение,5.0,3200000
650,Porsche,Cayenne,2015,Екатеринбург,бензин,3.6,420.0,АКПП,4WD,черный,129500.0,"2 поколение, рестайлинг",2.0,4500000
651,Porsche,Cayenne,2015,Новосибирск,бензин,3.6,300.0,АКПП,4WD,синий,58000.0,"2 поколение, рестайлинг",1.0,5000000
652,Porsche,Cayenne,2012,Новосибирск,бензин,3.6,300.0,АКПП,4WD,черный,145000.0,2 поколение,4.0,2800000
