,Марка,Модель,Год выпуска,Город продажи,Тип топлива,"Объем двигателя, л.","Мощность, л.с.",Коробка передач,Привод,Цвет,"Пробег, км",Поколение,Количество регистраций,"Цена, руб."
326,Porsche,Cayenne,2006,Калининград,бензин,4.5,450.0,АКПП,4WD,черный,115000.0,1 поколение,3.0,900000
327,Porsche,Cayenne,2003,Серов,бензин,4.5,450.0,АКПП,4WD,черный,250000.0,1 поколение,10.0,580000
328,Porsche,Macan,2016,Москва,бензин,3.0,340.0,робот,4WD,черный,118000.0,1 поколение,4.0,2635000
329,Porsche,Cayenne,2010,Краснодар,бензин,3.6,300.0,АКПП,4WD,серый,162000.0,2 поколение,4.0,1680000
330,Porsche,Cayenne,2016,Новосибирск,дизель,3.0,245.0,АКПП,4WD,коричневый,89000.0,"2 поколение, рестайлинг",4.0,4880000
331,Porsche,Cayenne,2003,Саратов,бензин,3.2,250.0,АКПП,4WD,бежевый,230000.0,1 поколение,6.0,680000
332,Porsche,Cayenne,2019,Краснодар,бензин,3.0,340.0,АКПП,4WD,серый,9299.0,3 поколение,1.0,9799999
333,Porsche,Cayenne,2008,Москва,бензин,4.8,500.0,АКПП,4WD,черный,206000.0,"1 поколение, рестайлинг",7.0,1100000
334,Porsche,Panamera,2012,Тюмень,бензин,4.8,430.0,робот,4WD,белый,37000.0,1 поколение,4.0,3700000
335,Porsche,Macan,2018,Сургут,бензин,2.0,252.0,робот,4WD,черный,90000.0,1 поколение,3.0,3905000
336,Porsche,Cayman,2006,Буденновск,бензин,3.4,295.0,АКПП,задний,белый,180000.0,1 поколение,11.0,2100000
337,Porsche,Cayenne,2005,Междуреченск,бензин,4.5,340.0,АКПП,4WD,черный,360000.0,1 поколение,,780000
338,Porsche,911,1998,Москва,бензин,3.4,300.0,АКПП,задний,оранжевый,112000.0,5 поколение,5.0,2500000
339,Porsche,Panamera,2021,Новосибирск,бензин,4.0,480.0,робот,4WD,оранжевый,9000.0,"2 поколение, рестайлинг",1.0,17200000
340,Porsche,Panamera,2012,Новороссийск,дизель,3.0,250.0,АКПП,задний,белый,150000.0,1 поколение,5.0,2850000
341,Porsche,Cayenne Coupe,2022,Краснодар,бензин,3.0,340.0,АКПП,4WD,синий,1100.0,1 поколение,,13630000
342,Porsche,Macan,2016,Москва,бензин,2.0,252.0,робот,4WD,черный,100600.0,1 поколение,1.0,2690000
343,Porsche,Cayenne,2010,Петропавловск-Камчатский,бензин,4.8,500.0,АКПП,4WD,черный,140000.0,2 поколение,,2250000
344,Porsche,Macan,2017,Владивосток,электро,,252.0,автомат,4WD,коричневый,104000.0,,,2750000
345,Porsche,Cayenne,2012,Екатеринбург,бензин,3.6,300.0,АКПП,4WD,синий,169000.0,2 поколение,3.0,2749000
346,Porsche,Macan,2015,Красноярск,бензин,3.0,340.0,робот,4WD,бежевый,154000.0,1 поколение,2.0,3550000
347,Porsche,Cayenne,2010,Екатеринбург,дизель,3.0,245.0,АКПП,4WD,черный,135000.0,2 поколение,2.0,2350000
348,Porsche,Cayenne,2003,Тюмень,бензин,4.5,340.0,АКПП,4WD,серебристый,295418.0,1 поколение,5.0,589000
349,Porsche,Panamera,2011,Екатеринбург,бензин,4.8,400.0,робот,4WD,белый,107000.0,1 поколение,6.0,1999000
350,Porsche,Cayenne,2011,Санкт-Петербург,бензин,4.8,400.0,АКПП,4WD,фиолетовый,163000.0,2 поколение,6.0,2050000
351,Porsche,Macan,2017,Екатеринбург,бензин,3.6,400.0,робот,4WD,красный,65000.0,1 поколение,3.0,5200000
352,Porsche,Macan,2014,Новокузнецк,бензин,3.0,340.0,робот,4WD,белый,100000.0,1 поколение,4.0,3200000
353,Porsche,911,2013,Краснодар,бензин,3.8,400.0,робот,4WD,серебристый,30500.0,7 поколение,,6500000
354,Porsche,Cayenne,2005,Елизово,бензин,4.5,450.0,АКПП,4WD,белый,220000.0,1 поколение,16.0,400000
355,Porsche,Cayenne,2018,Краснодар,бензин,3.0,340.0,АКПП,4WD,серый,101000.0,3 поколение,,5750000
356,Porsche,Cayenne,2016,Абакан,дизель,3.0,245.0,АКПП,4WD,белый,122500.0,"2 поколение, рестайлинг",2.0,4750000
357,Porsche,Cayenne,2007,Владикавказ,бензин,4.8,385.0,АКПП,4WD,зеленый,82000.0,"1 поколение, рестайлинг",,750000
358,Porsche,Cayenne,2015,Челябинск,бензин,3.6,300.0,АКПП,4WD,серый,107000.0,"2 поколение, рестайлинг",3.0,3998000
359,Porsche,Macan,2021,Новосибирск,бензин,2.0,265.0,робот,4WD,белый,12433.0,"1 поколение, 2 рестайлинг",1.0,7270000
360,Porsche,Cayenne,2022,Новосибирск,бензин,3.0,340.0,АКПП,4WD,синий,,3 поколение,,17150000
361,Porsche,Macan,2019,Сочи,бензин,3.0,354.0,робот,4WD,серебристый,52414.0,"1 поколение, рестайлинг",1.0,5300000
362,Porsche,Cayenne,2014,Тюмень,дизель,3.0,245.0,АКПП,4WD,коричневый,106000.0,2 поколение,1.0,3650000
363,Porsche,Macan,2019,Москва,бензин,2.0,252.0,робот,4WD,серый,61560.0,1 поколение,2.0,5188000
364,Porsche,Cayenne,2015,Иркутск,бензин,3.6,300.0,АКПП,4WD,черный,141940.0,"2 поколение, рестайлинг",5.0,3500000
365,Porsche,Cayenne,2010,Новосибирск,бензин,4.8,400.0,АКПП,4WD,синий,152000.0,2 поколение,5.0,1899000
366,Porsche,Panamera,2018,Иркутск,бензин,2.9,440.0,робот,4WD,черный,55000.0,2 поколение,3.0,8300000
367,Porsche,Panamera,2013,Иркутск,бензин,3.0,333.0,АКПП,задний,белый,73000.0,"1 поколение, рестайлинг",,3300000
368,Porsche,Cayenne,2019,Екатеринбург,бензин,2.9,440.0,АКПП,4WD,белый,89382.0,3 поколение,1.0,7200000
369,Porsche,Cayenne,2017,Новосибирск,дизель,3.0,245.0,АКПП,4WD,коричневый,37000.0,"2 поколение, рестайлинг",3.0,5529000
370,Porsche,Cayenne,2012,Москва,бензин,4.8,420.0,АКПП,4WD,белый,123000.0,2 поколение,4.0,2399000
371,Porsche,Macan,2015,Гулькевичи,бензин,3.0,340.0,робот,4WD,красный,112000.0,1 поколение,3.0,2800000
372,Porsche,Cayenne,2003,Бийск,бензин,4.5,340.0,АКПП,4WD,серый,420000.0,1 поколение,7.0,700000
373,Porsche,Taycan,2021,Новосибирск,электро,,326.0,АКПП,задний,красный,5000.0,1 поколение,,10990000
374,Porsche,Panamera,2017,Москва,бензин,3.0,330.0,робот,4WD,синий,74000.0,2 поколение,1.0,6495000
375,Porsche,Panamera,2012,Ялта,бензин,4.8,400.0,робот,4WD,коричневый,150000.0,1 поколение,3.0,2100000
376,Porsche,Cayenne,2010,Ленинск-Кузнецкий,бензин,3.0,333.0,АКПП,4WD,белый,190000.0,2 поколение,4.0,2350000
377,Porsche,Cayenne,2021,Москва,бензин,3.0,340.0,АКПП,4WD,черный,8875.0,3 поколение,1.0,9850000
378,Porsche,Cayenne,2012,Магадан,бензин,4.8,500.0,АКПП,4WD,черный,151000.0,2 поколение,13.0,2450000
379,Porsche,Panamera,2021,Тюмень,бензин,4.0,480.0,робот,4WD,серый,38000.0,"2 поколение, рестайлинг",1.0,13990000
381,Porsche,Macan,2016,Москва,бензин,3.6,400.0,робот,4WD,коричневый,86587.0,1 поколение,5.0,3950000
382,Porsche,924,1984,Севастополь,бензин,2.0,125.0,механика,задний,желтый,70000.0,,,1500000
383,Porsche,Macan,2021,Егорьевск,бензин,2.0,252.0,робот,4WD,черный,7500.0,"1 поколение, рестайлинг",,6200000
384,Porsche,Cayenne,2008,Иркутск,бензин,4.8,405.0,АКПП,4WD,бордовый,243000.0,"1 поколение, рестайлинг",6.0,1300000
385,Porsche,Cayenne,2022,Москва,бензин,3.0,340.0,АКПП,4WD,серый,,3 поколение,1.0,15307200
386,Porsche,Cayenne,2015,Екатеринбург,бензин,3.6,420.0,АКПП,4WD,серый,120000.0,"2 поколение, рестайлинг",5.0,3585000
387,Porsche,Cayenne,2020,Краснодар,бензин,3.0,340.0,АКПП,4WD,серый,20000.0,3 поколение,1.0,9000000
388,Porsche,Cayenne,2003,Раздольное,бензин,4.5,450.0,АКПП,4WD,черный,233700.0,1 поколение,11.0,279999
389,Porsche,Cayenne,2011,Владивосток,бензин,3.6,300.0,АКПП,4WD,белый,216000.0,2 поколение,3.0,2100000
390,Porsche,Panamera,2013,Пермь,бензин,3.6,300.0,робот,4WD,коричневый,143000.0,1 поколение,5.0,2490000
391,Porsche,Cayenne,2006,Тула,бензин,4.5,340.0,АКПП,4WD,черный,220000.0,1 поколение,,375000
392,Porsche,Cayenne,2008,Усть-Лабинск,бензин,4.8,500.0,АКПП,4WD,черный,230000.0,"1 поколение, рестайлинг",11.0,850000
393,Porsche,Cayenne,2015,Волгоград,дизель,3.0,245.0,АКПП,4WD,,171495.0,"2 поколение, рестайлинг",2.0,4100000
394,Porsche,Cayenne,2016,Новосибирск,дизель,3.0,245.0,АКПП,4WD,черный,111195.0,"2 поколение, рестайлинг",1.0,4700000
395,Porsche,Panamera,2017,Краснодар,бензин,4.0,550.0,робот,4WD,синий,41000.0,2 поколение,2.0,9500000
396,Porsche,Macan,2015,Тюмень,бензин,3.0,340.0,робот,4WD,белый,187228.0,1 поколение,1.0,2925000
397,Porsche,Panamera,2013,Уфа,бензин,3.0,420.0,робот,4WD,черный,97000.0,"1 поколение, рестайлинг",5.0,2585000
398,Porsche,Cayenne,2014,Новосибирск,бензин,3.6,300.0,АКПП,4WD,белый,104003.0,2 поколение,4.0,3120000
399,Porsche,Cayenne,2011,Санкт-Петербург,дизель,3.0,245.0,АКПП,4WD,фиолетовый,244699.0,2 поколение,4.0,2099789
400,Porsche,Cayenne Coupe,2021,Новокузнецк,бензин,3.0,340.0,АКПП,4WD,синий,34000.0,3 поколение,1.0,13500000
401,Porsche,Cayenne,2007,Владивосток,бензин,4.8,385.0,АКПП,4WD,черный,198000.0,"1 поколение, рестайлинг",4.0,720000
402,Porsche,Cayenne,2022,Барнаул,бензин,2.9,440.0,АКПП,4WD,коричневый,,3 поколение,,13950000
403,Porsche,Cayenne Coupe,2020,Красноярск,бензин,3.0,340.0,АКПП,4WD,голубой,95000.0,1 поколение,3.0,9000000
404,Porsche,Cayenne,2013,Новосибирск,дизель,4.1,382.0,АКПП,4WD,серый,98054.0,2 поколение,4.0,3859000
405,Porsche,Cayenne,2006,Екатеринбург,бензин,4.5,340.0,АКПП,4WD,черный,152000.0,1 поколение,1.0,1159500
406,Porsche,Panamera,2017,Владивосток,бензин,3.0,330.0,автомат,задний,белый,33000.0,,,5999990
407,Porsche,Cayenne,2003,Новосибирск,бензин,4.5,340.0,АКПП,4WD,серый,253505.0,1 поколение,,499999
408,Porsche,Cayenne,2021,Новосибирск,бензин,3.0,340.0,АКПП,4WD,черный,31300.0,3 поколение,1.0,8200000
409,Porsche,Cayenne,2011,Красноярск,бензин,4.8,500.0,АКПП,4WD,черный,145000.0,2 поколение,6.0,2700000
410,Porsche,Cayenne,2014,Омск,бензин,3.6,300.0,АКПП,4WD,черный,80000.0,2 поколение,3.0,3520000
411,Porsche,Cayenne,2004,Тюмень,бензин,4.5,450.0,АКПП,4WD,черный,178500.0,1 поколение,10.0,870000
412,Porsche,Macan,2014,Красноярск,бензин,3.0,340.0,робот,4WD,коричневый,89000.0,1 поколение,3.0,2750000
413,Porsche,Boxster,2012,Москва,бензин,3.4,315.0,робот,задний,красный,49620.0,3 поколение,5.0,4490000
414,Porsche,Panamera,2012,Владивосток,бензин,4.8,400.0,робот,4WD,коричневый,87000.0,1 поколение,6.0,2795000
415,Porsche,Cayenne,2019,Воронеж,бензин,3.0,340.0,АКПП,4WD,черный,44167.0,3 поколение,2.0,6999000
416,Porsche,Cayenne,2011,Иркутск,бензин,4.8,500.0,АКПП,4WD,фиолетовый,199521.0,2 поколение,4.0,1995000
417,Porsche,Cayenne,2022,Санкт-Петербург,бензин,3.0,340.0,АКПП,4WD,черный,,3 поколение,1.0,13245000
418,Porsche,Cayenne,2005,Уфа,бензин,4.5,340.0,АКПП,4WD,черный,161840.0,1 поколение,12.0,470000
419,Porsche,Cayenne,2010,Сургут,бензин,4.8,400.0,АКПП,4WD,белый,139650.0,2 поколение,5.0,2000000
420,Porsche,Cayenne,2003,Москва,бензин,4.5,450.0,АКПП,4WD,черный,200000.0,1 поколение,3.0,330000
421,Porsche,Taycan,2020,Москва,,,680.0,автомат,4WD,синий,7500.0,,2.0,12150000
422,Porsche,Cayenne,2006,Евпатория,бензин,4.5,450.0,АКПП,4WD,черный,220000.0,1 поколение,7.0,800000
423,Porsche,Panamera,2010,Сочи,бензин,3.6,300.0,робот,4WD,черный,200000.0,1 поколение,12.0,1850000
424,Porsche,Cayenne,2008,Казань,бензин,4.8,385.0,АКПП,4WD,серый,280000.0,"1 поколение, рестайлинг",9.0,1180000
425,Porsche,Cayenne,2011,Кемерово,дизель,3.0,245.0,АКПП,4WD,белый,235000.0,2 поколение,8.0,2350000
426,Porsche,Cayenne,2020,Москва,бензин,2.9,440.0,АКПП,4WD,черный,54594.0,3 поколение,2.0,9250000
427,Porsche,Macan,2014,Москва,бензин,3.0,340.0,робот,4WD,коричневый,112724.0,1 поколение,1.0,2370000
428,Porsche,Cayenne,2008,Киров,бензин,4.8,500.0,АКПП,4WD,черный,205000.0,"1 поколение, рестайлинг",2.0,1000000
429,Porsche,911,2015,Казань,бензин,4.0,500.0,автомат,задний,белый,2400.0,,,14700000
430,Porsche,Macan,2015,Новокузнецк,бензин,3.0,340.0,робот,4WD,синий,74000.0,1 поколение,5.0,3990000
431,Porsche,Cayenne,2010,Омск,бензин,4.8,400.0,АКПП,4WD,черный,197000.0,2 поколение,4.0,1990000
432,Porsche,Cayenne,2016,Прокопьевск,дизель,4.1,385.0,АКПП,4WD,черный,106000.0,"2 поколение, рестайлинг",2.0,6000000
433,Porsche,Cayenne,2010,Нижневартовск,бензин,4.8,500.0,АКПП,4WD,черный,170000.0,2 поколение,6.0,1650000
434,Porsche,Cayenne,2018,Санкт-Петербург,бензин,3.0,340.0,АКПП,4WD,черный,79000.0,3 поколение,3.0,5799000
435,Porsche,Cayman,2015,Новосибирск,бензин,2.7,275.0,робот,задний,синий,80000.0,2 поколение,3.0,4800000
436,Porsche,Panamera,2019,Пермь,бензин,4.0,460.0,робот,4WD,красный,22000.0,2 поколение,2.0,10890000
437,Porsche,Cayenne,2016,Санкт-Петербург,бензин,3.6,440.0,АКПП,4WD,черный,54000.0,"2 поколение, рестайлинг",1.0,4999999
438,Porsche,Cayenne,2008,Ноябрьск,бензин,4.8,500.0,АКПП,4WD,черный,200500.0,"1 поколение, рестайлинг",6.0,1300000
439,Porsche,Cayenne,2013,Ярославль,дизель,3.0,245.0,АКПП,4WD,белый,126403.0,2 поколение,3.0,2994000
440,Porsche,Cayenne,2007,Ангарск,бензин,4.8,385.0,АКПП,4WD,серебристый,220000.0,"1 поколение, рестайлинг",6.0,1000000
441,Porsche,Cayenne,2007,Новосибирск,бензин,4.8,385.0,АКПП,4WD,коричневый,200000.0,"1 поколение, рестайлинг",8.0,1190000
442,Porsche,Cayenne,2012,Новосибирск,дизель,3.0,245.0,АКПП,4WD,серый,158200.0,2 поколение,4.0,2850000
443,Porsche,Panamera,2015,Москва,дизель,3.0,250.0,АКПП,задний,коричневый,40000.0,"1 поколение, рестайлинг",2.0,4300000
444,Porsche,Cayenne,2011,Екатеринбург,дизель,3.0,239.0,автомат,4WD,белый,274561.0,,3.0,2154000
445,Porsche,Cayenne,2007,Симферополь,бензин,4.8,385.0,механика,4WD,черный,154000.0,"1 поколение, рестайлинг",2.0,1300000
446,Porsche,Cayenne,2010,Советский,бензин,4.8,400.0,АКПП,4WD,черный,175000.0,2 поколение,5.0,2560000
447,Porsche,Cayenne,2008,Новосибирск,бензин,3.6,290.0,АКПП,4WD,белый,200000.0,"1 поколение, рестайлинг",5.0,950000
448,Porsche,Panamera,2011,Октябрьский,бензин,3.6,300.0,робот,4WD,белый,121000.0,1 поколение,8.0,2510000
449,Porsche,Macan,2020,Красноярск,бензин,2.0,252.0,робот,4WD,коричневый,45500.0,"1 поколение, рестайлинг",2.0,5599000
450,Porsche,Cayenne,2020,Москва,бензин,3.0,340.0,АКПП,4WD,черный,23984.0,3 поколение,2.0,7500000
451,Porsche,Cayenne,2018,Новосибирск,бензин,2.9,440.0,АКПП,4WD,черный,62000.0,3 поколение,2.0,7100000
452,Porsche,Cayenne,2019,Краснодар,бензин,3.0,340.0,АКПП,4WD,белый,74900.0,3 поколение,2.0,7700000
453,Porsche,Cayenne,2019,Москва,бензин,3.0,340.0,АКПП,4WD,черный,75000.0,3 поколение,1.0,6750000
454,Porsche,Cayenne,2017,Москва,бензин,3.6,440.0,АКПП,4WD,красный,49000.0,"2 поколение, рестайлинг",2.0,6000000
455,Porsche,Cayenne,2009,Новосибирск,дизель,3.0,240.0,АКПП,4WD,синий,250000.0,"1 поколение, рестайлинг",5.0,1550000
456,Porsche,Cayenne,2012,Краснодар,дизель,3.0,245.0,АКПП,4WD,черный,200000.0,2 поколение,5.0,2550000
457,Porsche,Cayenne,2022,Санкт-Петербург,бензин,3.0,340.0,АКПП,4WD,серый,,3 поколение,,14900000
458,Porsche,Macan,2022,Санкт-Петербург,бензин,2.0,265.0,робот,4WD,серый,,"1 поколение, 2 рестайлинг",1.0,9600000
459,Porsche,Cayenne,2019,Краснодар,бензин,2.9,440.0,АКПП,4WD,черный,38300.0,3 поколение,1.0,9700000
460,Porsche,Cayenne,2003,Ногинск,бензин,4.5,340.0,АКПП,4WD,черный,240000.0,1 поколение,5.0,580000
461,Porsche,911,2019,Москва,бензин,3.0,385.0,робот,задний,желтый,35499.0,8 поколение,,9600000
462,Porsche,Boxster,2019,Москва,бензин,2.0,300.0,робот,задний,синий,52000.0,4 поколение,,4800000
463,Porsche,Cayenne,2019,Москва,бензин,4.0,550.0,АКПП,4WD,черный,77487.0,3 поколение,,6000000
464,Porsche,Cayenne,2019,Москва,бензин,2.9,440.0,АКПП,4WD,черный,78187.0,3 поколение,,6500000
465,Porsche,Cayenne,2020,Москва,бензин,4.0,550.0,АКПП,4WD,белый,22500.0,3 поколение,,8600000
466,Porsche,Cayenne Coupe,2019,Москва,бензин,4.0,550.0,АКПП,4WD,черный,71100.0,1 поколение,,9400000
467,Porsche,Cayenne,2023,Москва,бензин,3.0,340.0,АКПП,4WD,черный,10.0,3 поколение,,12400000
468,Porsche,Panamera,2020,Москва,бензин,2.9,330.0,робот,4WD,черный,42000.0,"2 поколение, рестайлинг",,9500000
469,Porsche,Panamera,2020,Москва,бензин,2.9,330.0,робот,задний,белый,54000.0,"2 поколение, рестайлинг",,9700000
470,Porsche,Panamera,2021,Москва,бензин,2.9,330.0,робот,4WD,черный,10700.0,"2 поколение, рестайлинг",,8888888
471,Porsche,Panamera,2020,Москва,бензин,4.0,480.0,робот,4WD,,12000.0,"2 поколение, рестайлинг",,11500000
472,Porsche,Taycan,2021,Москва,электро,,476.0,,задний,черный,21178.0,1 поколение,,7900000
473,Porsche,Taycan,2020,Москва,электро,,530.0,автомат,4WD,,34100.0,1 поколение,,7900000
474,Porsche,Cayenne,2010,Новосибирск,бензин,4.8,400.0,АКПП,4WD,белый,160000.0,2 поколение,6.0,1500000
475,Porsche,911,2005,Алушта,бензин,3.8,355.0,АКПП,задний,серый,125000.0,6 поколение,3.0,3000000
476,Porsche,Macan,2017,Анапа,бензин,2.0,252.0,робот,4WD,синий,135000.0,1 поколение,1.0,3800000
477,Porsche,Macan,2018,Челябинск,бензин,2.0,252.0,робот,4WD,синий,53958.0,1 поколение,3.0,4050000
478,Porsche,Cayenne,2022,Москва,бензин,3.0,340.0,АКПП,4WD,черный,0.0,3 поколение,,12990000
479,Porsche,Cayenne Coupe,2020,Москва,бензин,3.0,340.0,АКПП,4WD,красный,22000.0,1 поколение,,8999999
480,Porsche,Cayenne,2007,Нижневартовск,бензин,3.6,290.0,АКПП,4WD,зеленый,263000.0,"1 поколение, рестайлинг",7.0,970000
481,Porsche,Cayenne Coupe,2019,Москва,бензин,2.9,440.0,АКПП,4WD,,12777.0,1 поколение,,8999999
482,Porsche,Cayenne,2004,Казань,бензин,4.5,340.0,АКПП,4WD,серый,160000.0,1 поколение,8.0,420000
483,Porsche,Cayenne,2006,Екатеринбург,бензин,4.5,450.0,АКПП,4WD,черный,180000.0,1 поколение,6.0,1080000
484,Porsche,Cayenne,2014,Новосибирск,бензин,4.8,420.0,АКПП,4WD,черный,218000.0,2 поколение,4.0,3700000
485,Porsche,Cayenne,2003,Владивосток,бензин,4.5,450.0,АКПП,4WD,серебристый,170000.0,1 поколение,9.0,690000
486,Porsche,Cayenne,2016,Барнаул,дизель,3.0,245.0,АКПП,4WD,синий,138000.0,"2 поколение, рестайлинг",3.0,4900000
487,Porsche,Cayenne,2009,Владикавказ,бензин,4.8,550.0,АКПП,4WD,белый,175000.0,"1 поколение, рестайлинг",9.0,1300000
489,Porsche,Boxster,2005,Санкт-Петербург,бензин,3.4,295.0,АКПП,задний,красный,60000.0,2 поколение,8.0,2350000
490,Porsche,Cayenne,2015,Ижевск,дизель,3.0,245.0,АКПП,4WD,коричневый,75000.0,"2 поколение, рестайлинг",3.0,3999999
491,Porsche,Macan,2022,Москва,бензин,2.0,252.0,робот,4WD,черный,,"1 поколение, рестайлинг",,9390000
492,Porsche,Macan,2015,Владивосток,бензин,3.0,340.0,робот,4WD,синий,49000.0,1 поколение,2.0,2750000
493,Porsche,Cayenne,2003,Маслянино,бензин,4.5,340.0,АКПП,4WD,черный,320.0,1 поколение,13.0,520000
494,Porsche,Cayenne,2004,Новосибирск,бензин,4.5,340.0,АКПП,4WD,серебристый,400000.0,1 поколение,,340000
496,Porsche,Macan,2019,Новокузнецк,бензин,3.0,354.0,робот,4WD,черный,1000.0,"1 поколение, рестайлинг",1.0,7500000
498,Porsche,Macan,2017,Химки,бензин,2.0,252.0,робот,4WD,черный,53292.0,1 поколение,2.0,3449000
499,Porsche,Taycan,2022,Екатеринбург,,,598.0,автомат,4WD,красный,60.0,,1.0,14600000
500,Porsche,Cayenne,2013,Иркутск,бензин,4.8,420.0,АКПП,4WD,синий,149731.0,2 поколение,4.0,2950000
501,Porsche,Cayenne,2019,Санкт-Петербург,бензин,4.0,550.0,АКПП,4WD,коричневый,43934.0,3 поколение,1.0,11790000
502,Porsche,Macan,2021,Балашиха,бензин,2.0,265.0,робот,4WD,черный,26105.0,"1 поколение, 2 рестайлинг",1.0,7951900
503,Porsche,Cayenne,2006,Челябинск,бензин,4.5,450.0,АКПП,4WD,бордовый,70000.0,1 поколение,15.0,1200000
504,Porsche,Macan,2018,Пермь,бензин,2.0,252.0,робот,4WD,белый,53972.0,1 поколение,,4200000
505,Porsche,911,2017,Москва,бензин,4.0,500.0,робот,задний,серый,27000.0,7 поколение,,15250000
506,Porsche,Cayenne,2007,Москва,бензин,3.6,290.0,АКПП,4WD,зеленый,338000.0,"1 поколение, рестайлинг",2.0,890000
507,Porsche,Cayenne,2013,Ангарск,дизель,4.1,382.0,АКПП,4WD,черный,217000.0,2 поколение,2.0,3230000
508,Porsche,Cayenne,2012,Иркутск,дизель,3.0,245.0,АКПП,4WD,коричневый,75000.0,2 поколение,,3899999
509,Porsche,911,2013,Москва,бензин,3.8,400.0,робот,4WD,черный,29111.0,7 поколение,5.0,7435000
510,Porsche,Cayenne,2008,Ессентуки,бензин,4.8,385.0,АКПП,4WD,белый,220000.0,"1 поколение, рестайлинг",7.0,1050000
511,Porsche,Cayenne,2008,Красноярск,бензин,4.8,405.0,АКПП,4WD,золотистый,210000.0,"1 поколение, рестайлинг",3.0,1000000
512,Porsche,Macan,2014,Владивосток,бензин,3.0,340.0,робот,4WD,синий,137000.0,1 поколение,5.0,2580000
513,Porsche,Cayenne,2008,Нижневартовск,бензин,4.8,500.0,АКПП,4WD,черный,87000.0,"1 поколение, рестайлинг",9.0,1090000
514,Porsche,Cayenne,2011,Ачинск,дизель,3.0,245.0,АКПП,4WD,черный,250000.0,2 поколение,5.0,2490000
515,Porsche,Cayenne,2011,Екатеринбург,бензин,4.8,400.0,АКПП,4WD,коричневый,204000.0,2 поколение,6.0,2150000
516,Porsche,Panamera,2014,Томск,бензин,3.6,310.0,робот,4WD,белый,72000.0,"1 поколение, рестайлинг",4.0,3590000
517,Porsche,Cayenne,2013,Новосибирск,бензин,4.8,420.0,АКПП,4WD,коричневый,96000.0,2 поколение,2.0,3000000
518,Porsche,Macan,2015,Новороссийск,бензин,3.0,340.0,робот,4WD,,80000.0,1 поколение,,3000000
519,Porsche,Taycan,2021,Москва,электро,,326.0,АКПП,задний,,5000.0,1 поколение,,11500000
520,Porsche,Macan,2021,Краснодар,бензин,2.0,265.0,робот,4WD,белый,16127.0,"1 поколение, 2 рестайлинг",1.0,7599000
521,Porsche,Cayenne,2013,Пермь,дизель,3.0,245.0,АКПП,4WD,черный,185426.0,2 поколение,5.0,2420000
522,Porsche,Cayenne,2010,Москва,бензин,4.8,400.0,АКПП,4WD,серый,202000.0,2 поколение,2.0,1750000
523,Porsche,Macan,2015,Москва,бензин,3.0,340.0,робот,4WD,коричневый,90122.0,1 поколение,3.0,2199000
524,Porsche,Cayenne,2012,Томск,бензин,4.8,400.0,АКПП,4WD,белый,154000.0,2 поколение,5.0,2700000
525,Porsche,Cayenne,2007,Нижневартовск,бензин,3.6,290.0,АКПП,4WD,белый,175900.0,"1 поколение, рестайлинг",7.0,1050000
526,Porsche,Cayenne,2013,Новосибирск,бензин,3.6,300.0,АКПП,4WD,коричневый,76200.0,2 поколение,3.0,2750000
527,Porsche,Panamera,2011,Кемерово,бензин,4.8,400.0,робот,4WD,белый,140000.0,1 поколение,4.0,2150000
528,Porsche,Cayenne,2010,Кемерово,бензин,4.8,400.0,АКПП,4WD,белый,225000.0,2 поколение,11.0,1850000
529,Porsche,Cayenne,2007,Сургут,бензин,3.6,290.0,АКПП,4WD,белый,241428.0,"1 поколение, рестайлинг",7.0,850000
530,Porsche,Cayenne,2014,Ижевск,дизель,4.1,385.0,АКПП,4WD,белый,144000.0,"2 поколение, рестайлинг",4.0,4250000
531,Porsche,Cayenne,2003,Симферополь,бензин,4.5,340.0,АКПП,4WD,черный,320000.0,1 поколение,10.0,530000
532,Porsche,Cayenne,2008,Благовещенск,бензин,4.8,385.0,АКПП,4WD,зеленый,154000.0,"1 поколение, рестайлинг",10.0,700000
534,Porsche,Cayenne,2010,Москва,дизель,3.0,240.0,АКПП,4WD,черный,188000.0,2 поколение,4.0,2288888
535,Porsche,Cayenne,2007,Тюмень,бензин,4.8,385.0,АКПП,4WD,черный,206000.0,"1 поколение, рестайлинг",5.0,1070000
536,Porsche,Macan,2015,Иркутск,бензин,3.0,340.0,робот,4WD,белый,97506.0,1 поколение,1.0,3340000
537,Porsche,Macan,2018,Пермь,бензин,2.0,252.0,робот,4WD,белый,74500.0,1 поколение,3.0,4300000
538,Porsche,Cayenne,2008,Челябинск,бензин,4.8,405.0,АКПП,4WD,черный,180000.0,"1 поколение, рестайлинг",3.0,1250000
539,Porsche,Cayenne Coupe,2022,Москва,бензин,4.0,640.0,АКПП,4WD,черный,24.0,1 поколение,,25500000
540,Porsche,Panamera,2019,Москва,бензин,4.0,460.0,робот,4WD,серый,50015.0,2 поколение,4.0,9000000
541,Porsche,Cayenne,2022,Москва,бензин,3.0,340.0,АКПП,4WD,серый,,3 поколение,,14490000
542,Porsche,Cayenne,2022,Москва,бензин,3.0,340.0,АКПП,4WD,черный,,3 поколение,,14490000
543,Porsche,Cayenne,2022,Москва,бензин,4.0,550.0,АКПП,4WD,черный,,3 поколение,,27700000
